128050_N..N72X003,W,N,1W 2120+ WHL/QBP,N..N72X003,128050_N..N72X003 2025-03-18,2025-03-18,True,2025-03-18 21:20:30,STOPPED_AT,R09N,17,None,True,False,2025-03-18 21:54:39
128050_N..N72X003,W,N,1W 2120+ WHL/QBP,N..N72X003,128050_N..N72X003 2025-03-18,2025-03-18,True,2025-03-18 21:20:30,STOPPED_AT,R09N,17,None,True,False,2025-03-18 21:54:39
